taskLoop.thisRepN,taskLoop.thisTrialN,taskLoop.thisN,taskLoop.thisIndex,condsFile,trialsLoop.thisRepN,trialsLoop.thisTrialN,trialsLoop.thisN,trialsLoop.thisIndex,trialsType,trialsNum,trialNum,instrText.started,instrText.stopped,participant,taskVer,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,17.697770399972796,None,,,,,,,
